Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT3sH0DNg590CknRQ1TvTFnx,Withdrawal,BTC,-0.00644377,BTC,0.00624933,$618.60,0.00019444,BTC,"approved / BTC withdrawal",2024-12-03 03:14:25
NXT6pEZMNTRPJxcyUlOYq1qtO,Withdrawal,BTC,-0.00218772,BTC,0.00200000,$214.71,0.00018772,BTC,"rejected / BTC withdrawal",2024-11-21 18:42:54
NXT56IoJX0fzgesEJZZL8rmJs,Withdrawal,BTC,-0.00671096,BTC,0.00652854,$401.34,0.00018241,BTC,"approved / BTC withdrawal",2024-09-18 20:22:37
NXT1pbRlepAExfcvm0vq59XOO,Withdrawal,BTC,-0.02000000,BTC,0.01981581,$1100.57,0.00018418,BTC,"approved / BTC withdrawal",2024-08-07 20:47:07
NXT4ohFcuz0Q8yF2olx0ahtoO,Interest,BTC,0.00000316,BTC,0.00000316,$0.09,-,-,"approved / BTC Interest Earned",2023-04-01 05:00:15
NXT7gBeC2YtSAQ1Ph6i9Lm7oj,Interest,BTC,0.00000316,BTC,0.00000316,$0.08,-,-,"approved / BTC Interest Earned",2023-03-31 05:00:15
NXT1aKQG9bJHvLLqZOv3welHb,Interest,BTC,0.00000316,BTC,0.00000316,$0.09,-,-,"approved / BTC Interest Earned",2023-03-30 05:00:16
NXTTJlFlzdiDEFT4sEzBb5Wb,Interest,BTC,0.00000316,BTC,0.00000316,$0.08,-,-,"approved / BTC Interest Earned",2023-03-29 05:00:15
NXT1Y6cIdD9f2aWb4mrhNkeMj,Interest,BTC,0.00000316,BTC,0.00000316,$0.08,-,-,"approved / BTC Interest Earned",2023-03-28 05:00:21
NXT3DzaGXBNgN8xKgpi1CImvg,Interest,BTC,0.00000316,BTC,0.00000316,$0.08,-,-,"approved / BTC Interest Earned",2023-03-27 05:00:15
NXT4GiIop8C4QQHGX3IcRRPCW,Interest,BTC,0.00000316,BTC,0.00000316,$0.08,-,-,"approved / BTC Interest Earned",2023-03-26 05:00:14
NXT5a04F4HhwkwC9NfR9taYud,Interest,BTC,0.00000316,BTC,0.00000316,$0.08,-,-,"approved / BTC Interest Earned",2023-03-25 06:00:15
NXTpCkkzAD0a6RRbmSG7tCI0,Interest,BTC,0.00000316,BTC,0.00000316,$0.08,-,-,"approved / BTC Interest Earned",2023-03-24 06:00:15
NXT2LMaogjhaLFO6C9W4GgisW,Interest,BTC,0.00000316,BTC,0.00000316,$0.08,-,-,"approved / BTC Interest Earned",2023-03-23 06:00:15
NXT7eRO3ibSdBTNhiJaBAjXk0,Interest,BTC,0.00000316,BTC,0.00000316,$0.08,-,-,"approved / BTC Interest Earned",2023-03-22 06:00:17
NXT4O5ef08GJwgfo8eCmlqs42,Interest,BTC,0.00000316,BTC,0.00000316,$0.08,-,-,"approved / BTC Interest Earned",2023-03-21 06:00:15
NXT3JazoD2i643OlhxwJs9Ban,Interest,BTC,0.00000316,BTC,0.00000316,$0.08,-,-,"approved / BTC Interest Earned",2023-03-20 06:00:15
NXT3xYZTTD7sB6KfG5eUvKRMu,Interest,BTC,0.00000316,BTC,0.00000316,$0.08,-,-,"approved / BTC Interest Earned",2023-03-19 06:00:15
NXThFctXUf4WkbxR2W55wQrc,Interest,BTC,0.00000316,BTC,0.00000316,$0.08,-,-,"approved / BTC Interest Earned",2023-03-18 06:00:16
NXT43V17XC0MglrMeNUFeqWNt,Interest,BTC,0.00000316,BTC,0.00000316,$0.08,-,-,"approved / BTC Interest Earned",2023-03-17 06:00:15
NXT1zjJNucLjSFjQmBBMuKrxs,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-03-16 06:00:16
NXTx7Xm9xVk61OFikODW4rmd,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-03-15 06:00:16
NXT1LyPLrQ3ME56AHK3aAuXT9,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-03-14 06:00:10
NXT1mCpBDg0PeUmJmC1aencyQ,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-03-13 06:00:10
NXT5dySnbie6ut5dhexSUVfPT,Interest,BTC,0.00000316,BTC,0.00000316,$0.06,-,-,"approved / BTC Interest Earned",2023-03-12 06:00:09
NXT6Y6in8mPKJs1pyupdSSU03,Interest,BTC,0.00000316,BTC,0.00000316,$0.06,-,-,"approved / BTC Interest Earned",2023-03-11 06:00:10
NXT2mNJIG0NqqYkjygL4PFNZb,Interest,BTC,0.00000316,BTC,0.00000316,$0.06,-,-,"approved / BTC Interest Earned",2023-03-10 06:00:09
NXT6tUvOBEZxboJNWuwL5zyaF,Interest,BTC,0.00000316,BTC,0.00000316,$0.06,-,-,"approved / BTC Interest Earned",2023-03-09 06:00:10
NXT4QZKkbjkOKeWzVesIvGlo,Interest,BTC,0.00000316,BTC,0.00000316,$0.06,-,-,"approved / BTC Interest Earned",2023-03-08 06:00:10
NXT74SVx0kAeefJILkvDzD8I7,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-03-07 06:00:10
NXTe3r3fIcxMrAYbjtFoXeq6,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-03-06 06:00:09
NXT1J7GnuFeT58DdCGDRPOxB4,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-03-05 06:00:10
NXT6yhVnXRrExXuKNPApsqW8n,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-03-04 06:00:09
NXT6zhjp4iZIVbcCYQL1Nxtsa,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-03-03 06:00:10
NXT3hpcdE0x0gp9BuwstUni8G,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-03-02 06:00:10
NXT3Khz3RGV8BE7N3gxjaDOFF,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-03-01 06:00:10
NXT7Aeu2VzAG0Q4qkd1s0KW0G,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-02-28 06:00:09
NXT56VBWf01yI9uZEJ8mUn7H5,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-02-27 06:00:10
NXT6wyfJnmZAJC1ELfKU1KRT5,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-02-26 06:00:10
NXT39GNR7PLPk4UepqhbdnQxO,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-02-25 06:00:10
NXT5z4nfLSYdJG4PIWveyCLQm,Interest,BTC,0.00000316,BTC,0.00000316,$0.07,-,-,"approved / BTC Interest Earned",2023-02-24 06:00:10
NXT1m7pqCqn1YNmGJF4Czs3QK,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-23 06:00:10
NXT6RI4DT1Gd6KobECYR5Xdcp,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-22 06:00:10
NXT66Re8DUthQUBiCdpUADA1V,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-21 06:00:10
NXT68JwWGbKXTjmuPv4v0LjA9,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-20 06:00:10
NXT7lRoypE4xUbhBksqEMNhA3,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-19 06:00:09
NXT4roTRo8YxO69CLsO6lnX9O,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-18 06:00:10
NXT79mmgi02WbTK0xVsy9Hy2q,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-17 06:00:09
NXT3k22eaUnHjfUR79RzDgHL6,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-16 06:00:10
NXT4qeB9A8MIISUrSTEskaHfs,Interest,BTC,0.00000315,BTC,0.00000315,$0.06,-,-,"approved / BTC Interest Earned",2023-02-15 06:00:10
NXT3YPy3frttTOzYZVGzf5BNW,Interest,BTC,0.00000315,BTC,0.00000315,$0.06,-,-,"approved / BTC Interest Earned",2023-02-14 06:00:09
NXT6wJv1YFV9Y7NAnsFZlkwBN,Interest,BTC,0.00000315,BTC,0.00000315,$0.06,-,-,"approved / BTC Interest Earned",2023-02-13 06:00:08
NXT5CTgwqIz4TThlKLuCxgyZR,Interest,BTC,0.00000315,BTC,0.00000315,$0.06,-,-,"approved / BTC Interest Earned",2023-02-12 06:00:10
NXT2vuUTC95c7KuExiZ6xH5Hk,Interest,BTC,0.00000315,BTC,0.00000315,$0.06,-,-,"approved / BTC Interest Earned",2023-02-11 06:00:16
NXT6eAO3jjKOegmwucOQp8Uy8,Interest,BTC,0.00000315,BTC,0.00000315,$0.06,-,-,"approved / BTC Interest Earned",2023-02-10 06:00:16
NXTHcVIYSqqzOaWCchLQ2TTT,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-09 06:00:16
NXTWekIZU0QhRDiisD7kxA2,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-08 06:00:16
NXT5ncjholG8axC93t3btJ2iQ,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-07 06:00:16
NXT64B7L0AVSDLpgh9mpskhzg,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-06 06:00:15
NXTPyFwsaQwx3cZcP37fI7k0,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-05 06:00:15
NXT1ipUvnbqw1c0CNFtAfbQ2q,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-04 06:00:17
NXT440ha5RFBMPDB65muAhtwY,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-03 06:00:17
NXT54G1bSJLPnsBvaSgEPoUce,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-02 06:00:18
NXT1Zb5IbIgF2mSmlIG5hyKjq,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-02-01 06:00:17
NXT2MhqB6L9nfKxk5I5WjymYO,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-01-31 06:00:17
NXT7cvNZMc59CdKkBgIV7WsrA,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-01-30 06:00:17
NXT6s7VVNoNUhcneDnh1IpJf2,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-01-29 06:00:17
NXT5jP2oosqSW2Zb9u2ObbouF,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-01-28 06:00:17
NXT3afLWZyFDgYTlpMM5zzNZA,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-01-27 06:00:17
NXT6yDZqEFRhfIV3b2HJ1SQNv,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-01-26 06:00:18
NXT2nUzSCrwB2LMKst5LGetVn,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-01-25 06:00:16
NXT4djh0hLDjqkjstoAbE1msZ,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-01-24 06:00:18
NXT6NyJ2HT2Hr5O3iwWCS5vSu,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-01-23 06:00:18
NXT8qcUcQq12cLtrYe0BDd48,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-01-22 06:00:17
NXT4nUQeczoSWt9D0rHpGRJEH,Interest,BTC,0.00000315,BTC,0.00000315,$0.07,-,-,"approved / BTC Interest Earned",2023-01-21 06:00:17
NXTT0wNn5OSKe6P5EZ4RI6hO,Interest,BTC,0.00000315,BTC,0.00000315,$0.06,-,-,"approved / BTC Interest Earned",2023-01-20 06:00:18
NXT19cD8NCkKVMDwjGHRLb6lu,Interest,BTC,0.00000315,BTC,0.00000315,$0.06,-,-,"approved / BTC Interest Earned",2023-01-19 06:00:16
NXT40vg17TR4hxxUbiTOWEJ17,Interest,BTC,0.00000315,BTC,0.00000315,$0.06,-,-,"approved / BTC Interest Earned",2023-01-18 06:00:16
NXTeuaCc5o2QQLolvaEvsGLh,Interest,BTC,0.00000315,BTC,0.00000315,$0.06,-,-,"approved / BTC Interest Earned",2023-01-17 06:00:16
NXT7KBpDYwxF8kDhJ0UJtSGfJ,Interest,BTC,0.00000315,BTC,0.00000315,$0.06,-,-,"approved / BTC Interest Earned",2023-01-16 06:00:18
NXT7UeWGWUJyZJqjU1tbPGDGF,Interest,BTC,0.00000314,BTC,0.00000314,$0.06,-,-,"approved / BTC Interest Earned",2023-01-15 06:00:17
NXT3LOVSA4NDUbjcPGjYW92Oy,Interest,BTC,0.00000314,BTC,0.00000314,$0.06,-,-,"approved / BTC Interest Earned",2023-01-14 06:00:17
NXT2SH49T44HkwlL5qWaGZd5d,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2023-01-13 06:00:17
NXT6IimBerEE1wcNgc2A5MgQX,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2023-01-12 06:00:17
NXT5DUQDGHNwkO2AvdvGGA4gS,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2023-01-11 06:00:15
NXT16HDQEqhOwjyOKsBCUAsKV,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2023-01-10 06:00:16
NXT5PZ7OItarYJFjIFXGgmUrL,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2023-01-09 06:00:15
NXT15V0to32jdQWsKe2u29LaL,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2023-01-08 06:00:15
NXT6O5uFK49gYT2OuOLefKgao,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2023-01-07 06:00:16
NXT6rZMogLOi5jprhH2DRzImh,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2023-01-06 06:00:15
NXT11WUZzRrTPdS8McfrwYqk9,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2023-01-05 06:00:17
NXT6t8UcG8MbW8hzwTKFgV3WC,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2023-01-04 06:00:18
NXT5R3sXDBoPq1YFGZajn8LHD,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2023-01-03 06:00:16
NXT2VGgCxvKr6tsSzQBCasAdS,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2023-01-02 06:00:16
NXTwIWLUx9YuLPMdVFvssan8,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2023-01-01 06:00:16
NXT1gYv4278VYvlUmKZC4C6zp,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-31 06:00:16
NXTsqIunc3e4DHgdUKEmkXRn,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-30 06:00:16
NXT6vUe91Xxm2A4bgRgclsQYt,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-29 06:00:15
NXTnqvTL8ZMANttzAGd71Mdp,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-28 06:00:16
NXT4BQZfe65fsaSdQSv4aTJc9,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-27 06:00:15
NXT7eBMMuk3UYDBCHXlo7wtFD,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-26 06:00:15
NXT2kQmTKyckuLkAMoP6kaTzj,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-25 06:00:15
NXT6NRxprL02robztgtxmBXxF,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-24 06:00:16
NXT4056sLnuHQEKsmHV2BZh12,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-23 06:00:14
NXTJ5S5CfX7ks91bif3H6wX2,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-22 06:00:16
NXT46UOCDr6tmp7rIu608OHp1,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-21 06:00:15
NXT1pfcnr4oNBqrXijbzFXHZv,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-20 06:00:14
NXT6WWdOIedZ3gsCzxjNbvCEq,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-19 06:00:15
NXT6k52c6p9p8lexEoYohA1Vc,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-18 06:00:13
NXT4yGEgqSUEAoU9ZBs0vwf15,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-17 06:00:13
NXT76KopAf8PhDMEBSbHIfhCT,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-16 06:00:13
NXT3u9vMSySKk1gpd7IT3DOIa,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-15 06:00:15
NXT49V8owqe1J2gq4FAEVlBr0,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-14 06:00:13
NXT4UGNIFKntx6zFCg6Z7qHz5,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-13 06:00:13
NXT7kYbIQ6A7XxEOe204HUIci,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-12 06:00:13
NXT1xkSNthw7ywmnBcZf8iG61,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-11 06:00:12
NXTtLgU7ijrxMHhDnAj8reO6,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-10 06:00:12
NXTzfjqLux7IpJqgl35A6lx5,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-09 06:00:10
NXT1TngTI64xvHB23fOrvCYXF,Interest,BTC,0.00000314,BTC,0.00000314,$0.05,-,-,"approved / BTC Interest Earned",2022-12-08 06:00:10
NXTsEHMNkof9uIjlAJ5dQiRW,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-12-07 06:00:09
NXT7Q53Q8XsZx0pk0YTQa4YUC,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-12-06 06:00:20
NXT5FbZ5VioxiqhC0MyPgSk82,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-12-05 06:00:18
NXT59tVuCFJGpElESwnWoK3kM,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-12-04 06:00:17
NXT7iUqblFSb2cE4IeBxLmvEF,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-12-03 06:00:18
NXT2zVbqY7mRivZvr5iShqEcs,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-12-02 06:00:17
NXT3vBSQNgfHBxj91vXlkQ7ux,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-12-01 06:00:20
NXT1n5CvOiHkVA7AxWGmx6Nlo,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-30 06:00:19
NXT6vu6NOeVfkYgYsw9lVVD0a,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-29 06:00:20
NXT49G0iesxCorJZWCjV1WTey,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-28 06:00:18
NXT1NM6gaQrLQI3kA8FXn0gPe,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-27 06:00:18
NXT5uYw7Y2UE01J3oNJAfA2BC,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-26 06:00:19
NXT1tl3yfYtUx40JBz3gTy5l3,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-25 06:00:19
NXT5NJnInIeSjp8BnIB9depGP,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-24 06:00:19
NXT6BbcGsBjc5UfYlAl7Jgp1O,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-23 06:00:20
NXT23oOvygclc0ztjadZGoS6H,Interest,BTC,0.00000313,BTC,0.00000313,$0.04,-,-,"approved / BTC Interest Earned",2022-11-22 06:00:17
NXT6CvAaLOV11Yyc7MFMYUYh5,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-21 06:00:19
NXT1xZXelYCFRjyi7yz593rSh,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-20 06:00:19
NXT5oqm8I5NzhtoCElvjJPFs0,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-19 06:00:18
NXTPEF9txPCCxqf3S7hWYEld,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-18 06:00:19
NXT1xpKEolBbeYGTXo6EIFNSb,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-17 06:00:18
NXT1fAIJYepKMkPppb66Lq0fy,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-16 06:00:20
NXT7Dygh2okqBAon03TpXm8H6,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-15 06:00:19
NXT599T12AGk0srH8aF07dInb,Interest,BTC,0.00000313,BTC,0.00000313,$0.04,-,-,"approved / BTC Interest Earned",2022-11-14 06:00:19
NXT2mpRc4dXs8FZ1aB01QTxNA,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-13 06:00:20
NXT4lNJrYovLKdUbOtw4erse0,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-12 06:00:19
NXT17xvmjsdzvixlryrvgNPnM,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-11 06:00:19
NXT6aqRzBLaV2tCHY6fFd5Jlc,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-10 06:00:20
NXT4YJ9lNY7KT3tW5Z9sI2tpW,Interest,BTC,0.00000313,BTC,0.00000313,$0.05,-,-,"approved / BTC Interest Earned",2022-11-09 06:00:19
NXT3fMNlrufqHpwbRjgTOeib0,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-11-08 06:00:18
NXT1rqKREamhXN2mJv7w4kWFN,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-11-07 06:00:18
NXT6y6oJL21h5Rke95rXPI996,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-11-06 06:00:18
NXT7fBnlBJUVUZGIrGWbulox3,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-11-05 06:00:19
NXT7I7sqrPDjx9A3MfHXLQF6T,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-11-04 06:00:18
NXT43ePkk5jSaWiWgEq0jaWP6,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-11-03 06:00:18
NXT6XKMVLhepVcmxNSHJWV7Q7,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-11-02 06:00:17
NXT7eTiQdgOvghA2U5y7bO0nd,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-11-01 06:00:16
NXT1vcAzsc5KEsuxoEeYqopFD,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-10-31 06:00:16
NXT1LIBMzI0i70ejksan5GHuM,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-10-30 06:00:16
NXT7exYCkO0z74U1znMK9f21N,Interest,BTC,0.00000313,BTC,0.00000313,$0.06,-,-,"approved / BTC Interest Earned",2022-10-29 05:00:18
NXT5HfqAUyrKgg4HGDxYJfsBO,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-28 05:00:18
NXT2tCoknSOwp5oInlnk44Ad9,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-27 05:00:17
NXTqXsByHzdcRb3DEY68Of8t,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-26 05:00:17
NXT6YWcCJZ2ffF72badDLcvtE,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-25 05:00:17
NXTadYozmV7Frh3PZUGUMCYy,Interest,BTC,0.00000312,BTC,0.00000312,$0.06,-,-,"approved / BTC Interest Earned",2022-10-24 05:00:16
