Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT4CqY3hs8rxYuUskGKc4P8o,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-24 23:00:03
NXT2ZFVAVxTIF5wrUI79Aj5zG,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-23 23:00:03
NXT63iBcbn7aFjP7ntMcqFM97,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-22 23:00:04
NXT6HEibxLFZa3w7q4AQIKUT3,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-21 23:00:03
NXT4IXj4wNpRqnDNUCeXr4D8N,Interest,BTC,0.00000241,BTC,0.00000241,$0.07,-,-,"approved / BTC Interest Earned",2021-07-20 23:00:03
NXT4wll4MYfhVBAE9e7EVKMsp,Interest,BTC,0.00000241,BTC,0.00000241,$0.07,-,-,"approved / BTC Interest Earned",2021-07-19 23:00:03
NXT7hdP0GxdcjSSkbQ1gsicZ2,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-18 23:00:03
NXT4IdE094kjPZiwSIxonNKBs,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-17 23:00:03
NXT65tHVh4rUG8Pt7chbqK30G,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-16 23:00:04
NXT2yGMbik3EFnSSY88gTylpC,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-15 23:00:04
NXT7Ro9O0HGiD4fg1nP6QL30g,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-14 23:00:03
NXT27sdlsbugN6Y0nl0aaLd2O,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-13 23:00:03
NXT3W3wPme8R14qqBRMAIVxF7,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-12 23:00:03
NXTbLpO2P6IW9wGV2h62pYG8,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-11 23:00:03
NXTFyHvYrfaMUYa0X249GKy0,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-10 23:00:03
NXTCSJB4EWZhPN0a3186Svg4,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-09 23:00:03
NXT1x2BBwmCUP5IVnIkEZclKB,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-08 23:00:03
NXT5vHpxr4XFYUYOBtaY0q6GH,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-07 23:00:03
NXT6ZRq5EXLazBdIiSoZOUWVd,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-06 23:00:03
NXT2oqbjtWPGkcI2kH6NmShQb,Interest,BTC,0.00000241,BTC,0.00000241,$0.08,-,-,"approved / BTC Interest Earned",2021-07-05 23:00:03
NXT1Zm693AGFJRxTzCuWtK7jz,Interest,BTC,0.00000240,BTC,0.00000240,$0.08,-,-,"approved / BTC Interest Earned",2021-07-04 23:00:04
NXT5wIEmPz59LAik1S958CHiv,Interest,BTC,0.00000240,BTC,0.00000240,$0.08,-,-,"approved / BTC Interest Earned",2021-07-03 23:00:03
NXT78In8LItIhLb9O8a9HWno1,Interest,BTC,0.00000240,BTC,0.00000240,$0.08,-,-,"approved / BTC Interest Earned",2021-07-02 23:00:03
NXTL48DuLvMioE8WgemwqlBZ,Interest,BTC,0.00000240,BTC,0.00000240,$0.08,-,-,"approved / BTC Interest Earned",2021-07-01 23:00:04
NXT2QeooYbp24SSrgCwi0Kk9x,Interest,BTC,0.00000240,BTC,0.00000240,$0.08,-,-,"approved / BTC Interest Earned",2021-06-30 23:00:03
NXT168Jh6WftLFEw23pxu97C6,Interest,BTC,0.00000240,BTC,0.00000240,$0.09,-,-,"approved / BTC Interest Earned",2021-06-29 23:00:03
NXT6f6MKvc2xhtiwqLX49hsdo,Interest,BTC,0.00000240,BTC,0.00000240,$0.08,-,-,"approved / BTC Interest Earned",2021-06-28 23:00:03
NXT7A200GnsIYmRL7iGrr7Yh0,Interest,BTC,0.00000240,BTC,0.00000240,$0.08,-,-,"approved / BTC Interest Earned",2021-06-27 23:00:03
NXT3AKEPXChxNck58JyWcbFjH,Interest,BTC,0.00000240,BTC,0.00000240,$0.08,-,-,"approved / BTC Interest Earned",2021-06-26 23:00:03
NXT38rEChOceo3pJPuxALB8Qb,Interest,BTC,0.00000240,BTC,0.00000240,$0.08,-,-,"approved / BTC Interest Earned",2021-06-25 23:00:03
NXT6HRn61UKZlkkgbw8EH74LT,Interest,BTC,0.00000240,BTC,0.00000240,$0.08,-,-,"approved / BTC Interest Earned",2021-06-24 23:00:03
NXT1O86xhZYLVnvfdEbBi9H1r,Interest,BTC,0.00000240,BTC,0.00000240,$0.08,-,-,"approved / BTC Interest Earned",2021-06-23 23:00:03
NXT4BTSsMZ8LrTspbtfOTU0om,Interest,BTC,0.00000240,BTC,0.00000240,$0.08,-,-,"approved / BTC Interest Earned",2021-06-22 23:00:03
NXTdPM4j1NxydNkRwiWNN4xJ,Interest,BTC,0.00000240,BTC,0.00000240,$0.08,-,-,"approved / BTC Interest Earned",2021-06-21 23:00:02
NXT4GIGgx5cFoOhfc8E40VERL,Interest,BTC,0.00000240,BTC,0.00000240,$0.09,-,-,"approved / BTC Interest Earned",2021-06-20 23:00:02
NXT1KiCRUJyUWRRpNufreUvqL,Interest,BTC,0.00000240,BTC,0.00000240,$0.09,-,-,"approved / BTC Interest Earned",2021-06-19 23:00:03
NXT1KJdcTGdVDKQ61OgVhEzSW,Interest,BTC,0.00000240,BTC,0.00000240,$0.09,-,-,"approved / BTC Interest Earned",2021-06-18 23:00:02
NXT2daKa8XMAjVXtQ8bNrJ2dy,Interest,BTC,0.00000254,BTC,0.00000254,$0.10,-,-,"approved / BTC Interest Earned",2021-06-17 23:00:03
NXT1rxmcqxxVxIrapSUscCo0v,Interest,BTC,0.00000240,BTC,0.00000240,$0.09,-,-,"approved / BTC Interest Earned",2021-06-16 23:00:02
NXT1K2hRwi2jJta72kY1YjFmb,Interest,BTC,0.00000254,BTC,0.00000254,$0.10,-,-,"approved / BTC Interest Earned",2021-06-15 23:00:03
NXT77obUHKfXcfS1TbnAZ8epy,Interest,BTC,0.00000254,BTC,0.00000254,$0.10,-,-,"approved / BTC Interest Earned",2021-06-14 23:00:02
NXT1qTurBTdJDLxGRt3AMN32f,Interest,BTC,0.00000254,BTC,0.00000254,$0.10,-,-,"approved / BTC Interest Earned",2021-06-13 23:00:03
NXT3G5oGd62C3YAhEQwjigAjg,Interest,BTC,0.00000254,BTC,0.00000254,$0.09,-,-,"approved / BTC Interest Earned",2021-06-12 23:00:03
NXT4ufwXy4dVzsiQozhU82L0c,Interest,BTC,0.00000254,BTC,0.00000254,$0.09,-,-,"approved / BTC Interest Earned",2021-06-11 23:00:02
NXT60INypcHpj0tRW6Hkksn5D,Interest,BTC,0.00000254,BTC,0.00000254,$0.09,-,-,"approved / BTC Interest Earned",2021-06-10 23:00:02
NXT4RUrlKlkuuo9ItFkBcqe4q,Interest,BTC,0.00000254,BTC,0.00000254,$0.09,-,-,"approved / BTC Interest Earned",2021-06-09 23:00:02
NXTKkYstCTRqhj2APu9878ZK,Interest,BTC,0.00000254,BTC,0.00000254,$0.09,-,-,"approved / BTC Interest Earned",2021-06-08 23:00:02
NXT5uMEcdyNsye7zpMsdF2kR,Interest,BTC,0.00000254,BTC,0.00000254,$0.09,-,-,"approved / BTC Interest Earned",2021-06-07 23:00:02
NXT6SAt8NzFM9S4DJiGnKliPC,Interest,BTC,0.00000254,BTC,0.00000254,$0.09,-,-,"approved / BTC Interest Earned",2021-06-06 23:00:03
NXT3wWYvzlRIMYJYOXNSHCa7F,Interest,BTC,0.00000253,BTC,0.00000253,$0.09,-,-,"approved / BTC Interest Earned",2021-06-05 23:00:03
NXT6NITibiavTpKWbwbpj8etJ,Interest,BTC,0.00000253,BTC,0.00000253,$0.09,-,-,"approved / BTC Interest Earned",2021-06-04 23:00:02
NXT4jMKI4i5zQmjqJcUdljPBo,Interest,BTC,0.00000253,BTC,0.00000253,$0.10,-,-,"approved / BTC Interest Earned",2021-06-03 23:00:03
NXT73BEyp3l1hkYZUZdu65Tr6,Interest,BTC,0.00000253,BTC,0.00000253,$0.10,-,-,"approved / BTC Interest Earned",2021-06-02 23:00:03
NXT3gcMvm35vMNDYd7j6ZgKKQ,Interest,BTC,0.00000253,BTC,0.00000253,$0.09,-,-,"approved / BTC Interest Earned",2021-06-01 23:00:03
NXT49HyUEjE3WlAApe6wyTdPv,Interest,BTC,0.00000253,BTC,0.00000253,$0.09,-,-,"approved / BTC Interest Earned",2021-05-31 23:00:03
NXT1zgAk8AfV79yZE0NjKgS6z,Interest,BTC,0.00000253,BTC,0.00000253,$0.09,-,-,"approved / BTC Interest Earned",2021-05-30 23:00:03
NXT38t87qIDGL2mdAKmZTedaS,Interest,BTC,0.00000253,BTC,0.00000253,$0.09,-,-,"approved / BTC Interest Earned",2021-05-29 23:00:02
NXT4D2fqVvM87ILA3S4FP6DIn,Interest,BTC,0.00000253,BTC,0.00000253,$0.09,-,-,"approved / BTC Interest Earned",2021-05-28 23:00:03
NXT4DGFbf0iviBaFt9JuHAxfQ,Interest,BTC,0.00000253,BTC,0.00000253,$0.10,-,-,"approved / BTC Interest Earned",2021-05-27 23:00:03
NXT2lTb3zIkpaWfSyQPRLFNUy,Interest,BTC,0.00000253,BTC,0.00000253,$0.10,-,-,"approved / BTC Interest Earned",2021-05-26 23:00:03
NXTy8Ut2o7atS5qag7nJE38i,Interest,BTC,0.00000253,BTC,0.00000253,$0.10,-,-,"approved / BTC Interest Earned",2021-05-25 23:00:03
NXT73uRTtHWeIVXBxezpY6O5x,Interest,BTC,0.00000253,BTC,0.00000253,$0.10,-,-,"approved / BTC Interest Earned",2021-05-24 23:00:03
NXT5Mr5bcMFuM0YlHJlDuWgNb,Interest,BTC,0.00000239,BTC,0.00000239,$0.08,-,-,"approved / BTC Interest Earned",2021-05-23 23:00:03
NXT5aKuVt6xs4yUm3efhboEPw,Interest,BTC,0.00000253,BTC,0.00000253,$0.10,-,-,"approved / BTC Interest Earned",2021-05-22 23:00:02
NXT36rDxRAyV81z8kGzaWQnYi,Interest,BTC,0.00000253,BTC,0.00000253,$0.09,-,-,"approved / BTC Interest Earned",2021-05-21 23:00:03
NXT5rpq25b4IA7tj8KcqWeR4,Interest,BTC,0.00000253,BTC,0.00000253,$0.10,-,-,"approved / BTC Interest Earned",2021-05-20 23:00:02
NXT4zMGefOTBQ7DlxkOQEtvMh,Interest,BTC,0.00000253,BTC,0.00000253,$0.10,-,-,"approved / BTC Interest Earned",2021-05-19 23:00:02
NXT5mEM0Jlbqc7WztR3Gpo7D2,Interest,BTC,0.00000253,BTC,0.00000253,$0.11,-,-,"approved / BTC Interest Earned",2021-05-18 23:00:03
NXT7kFBJm7EnBpbAM7nYPIHun,Interest,BTC,0.00000253,BTC,0.00000253,$0.11,-,-,"approved / BTC Interest Earned",2021-05-17 23:00:03
NXT3BV6gsFxgFwK5993ytQJfC,Interest,BTC,0.00000253,BTC,0.00000253,$0.12,-,-,"approved / BTC Interest Earned",2021-05-16 23:00:03
NXT709mbQ9zi9XPMEigns43BP,Interest,BTC,0.00000253,BTC,0.00000253,$0.12,-,-,"approved / BTC Interest Earned",2021-05-15 23:00:03
NXT1O6a4bql7DfbwX4kWVTgyr,Interest,BTC,0.00000253,BTC,0.00000253,$0.13,-,-,"approved / BTC Interest Earned",2021-05-14 23:00:03
NXT2ZVkURVZ9GybM1EbkJifYM,Interest,BTC,0.00000253,BTC,0.00000253,$0.12,-,-,"approved / BTC Interest Earned",2021-05-13 23:00:02
NXT56Z9QNJCkyEdZ89cdGxmwb,Interest,BTC,0.00000253,BTC,0.00000253,$0.13,-,-,"approved / BTC Interest Earned",2021-05-12 23:00:03
NXT4RCV5AsRUiO73VtDf61AIz,Interest,BTC,0.00000253,BTC,0.00000253,$0.14,-,-,"approved / BTC Interest Earned",2021-05-11 23:00:03
NXTVqm3DD1kBi4LFMNNliSh7,Interest,BTC,0.00000253,BTC,0.00000253,$0.14,-,-,"approved / BTC Interest Earned",2021-05-10 23:00:03
NXT3GzspU1tlv1jYU4cl9uc2R,Interest,BTC,0.00000253,BTC,0.00000253,$0.15,-,-,"approved / BTC Interest Earned",2021-05-09 23:00:03
NXT5w4HcW0mOmrFgqwWyUsmkk,Interest,BTC,0.00000253,BTC,0.00000253,$0.15,-,-,"approved / BTC Interest Earned",2021-05-08 23:00:03
NXT16CsGh5OFlWrFxTmgg7lr3,Interest,BTC,0.00000253,BTC,0.00000253,$0.14,-,-,"approved / BTC Interest Earned",2021-05-07 23:00:02
NXT7KYJfgUtIBC5SdortlraQC,Interest,BTC,0.00000253,BTC,0.00000253,$0.14,-,-,"approved / BTC Interest Earned",2021-05-06 23:00:02
NXT4OyTZYDRsPJKLg36FUZrQn,Interest,BTC,0.00000253,BTC,0.00000253,$0.14,-,-,"approved / BTC Interest Earned",2021-05-05 23:00:03
NXT6wMULY5WF2i80AHjfYQxOP,Interest,BTC,0.00000253,BTC,0.00000253,$0.14,-,-,"approved / BTC Interest Earned",2021-05-04 23:00:03
NXT1tDkJQ7u5V0QDjxtv2t7Tr,Interest,BTC,0.00000252,BTC,0.00000252,$0.14,-,-,"approved / BTC Interest Earned",2021-05-03 23:00:03
NXT46aVRDZh2woTOe8ZQDHjea,Interest,BTC,0.00000252,BTC,0.00000252,$0.14,-,-,"approved / BTC Interest Earned",2021-05-02 23:00:02
NXT55JlUQGAUVTi9nl2AStrZ4,Interest,BTC,0.00000252,BTC,0.00000252,$0.15,-,-,"approved / BTC Interest Earned",2021-05-01 23:00:03
NXT2bnpbCEyN3GcopjiwoRBT0,Interest,BTC,0.00000252,BTC,0.00000252,$0.14,-,-,"approved / BTC Interest Earned",2021-04-30 23:00:02
NXT29KvKIelPix73q0JJUl4LH,Interest,BTC,0.00000252,BTC,0.00000252,$0.13,-,-,"approved / BTC Interest Earned",2021-04-29 23:00:03
NXT1DLDZ2bJKDBFnU9EGmrwB6,Interest,BTC,0.00000252,BTC,0.00000252,$0.14,-,-,"approved / BTC Interest Earned",2021-04-28 23:00:03
NXT2acZyNTKr6HGeEZxIb1mSC,Interest,BTC,0.00000252,BTC,0.00000252,$0.14,-,-,"approved / BTC Interest Earned",2021-04-27 23:00:02
NXT2IGdM1xqQvqiv6ZnzMdy7s,Interest,BTC,0.00000252,BTC,0.00000252,$0.14,-,-,"approved / BTC Interest Earned",2021-04-26 23:00:03
NXT2FLDrGY2igxXCfiIcme6FY,Interest,BTC,0.00000252,BTC,0.00000252,$0.12,-,-,"approved / BTC Interest Earned",2021-04-25 23:00:03
NXT4co95ELbA53YdKLT712JjZ,Interest,BTC,0.00000252,BTC,0.00000252,$0.13,-,-,"approved / BTC Interest Earned",2021-04-24 23:00:02
NXT4A67d8uB6Czybt574IQQ31,Interest,BTC,0.00000252,BTC,0.00000252,$0.13,-,-,"approved / BTC Interest Earned",2021-04-23 23:00:03
NXT3oPuKeSRQLDXcvRbRM7HTw,Interest,BTC,0.00000252,BTC,0.00000252,$0.13,-,-,"approved / BTC Interest Earned",2021-04-22 23:00:02
NXT68Z4Bc0dh4JL9cV3s7izPe,Interest,BTC,0.00000252,BTC,0.00000252,$0.14,-,-,"approved / BTC Interest Earned",2021-04-21 23:00:03
NXTbi7V5wrtxBhAGK5gg8NOv,Interest,BTC,0.00000252,BTC,0.00000252,$0.14,-,-,"approved / BTC Interest Earned",2021-04-20 23:00:03
NXT1vYBUE3uVSJbUJvyqKmwX2,Interest,BTC,0.00000252,BTC,0.00000252,$0.14,-,-,"approved / BTC Interest Earned",2021-04-19 23:00:02
NXT6b4OzmkIL3bzzvF2IEpBX3,Interest,BTC,0.00000252,BTC,0.00000252,$0.14,-,-,"approved / BTC Interest Earned",2021-04-18 23:00:02
NXT4KE8j6iJOMT1H2QtQbWayx,Interest,BTC,0.00000252,BTC,0.00000252,$0.15,-,-,"approved / BTC Interest Earned",2021-04-17 23:00:02
NXT2EFUQ1a82TPQegvjJOKFgQ,Interest,BTC,0.00000252,BTC,0.00000252,$0.16,-,-,"approved / BTC Interest Earned",2021-04-16 23:00:03
NXT2A05c3zIwusbdTGyjLkBqo,Interest,BTC,0.00000252,BTC,0.00000252,$0.16,-,-,"approved / BTC Interest Earned",2021-04-15 23:00:02
NXT34NHPvErHkvHnSCgiaeajb,Interest,BTC,0.00000252,BTC,0.00000252,$0.16,-,-,"approved / BTC Interest Earned",2021-04-14 23:00:03
NXT1glrxTg4APKo8YhuM3DGXE,Interest,BTC,0.00000252,BTC,0.00000252,$0.16,-,-,"approved / BTC Interest Earned",2021-04-13 23:00:03
NXT4avWvTr9hzOpmdd2h8Q7MO,Interest,BTC,0.00000252,BTC,0.00000252,$0.15,-,-,"approved / BTC Interest Earned",2021-04-12 23:00:03
NXT1bqXkvsetgriLBsyB320Cu,Interest,BTC,0.00000252,BTC,0.00000252,$0.15,-,-,"approved / BTC Interest Earned",2021-04-11 23:00:03
NXT5ctJA802OThGfLVQBcTWEC,Interest,BTC,0.00000252,BTC,0.00000252,$0.15,-,-,"approved / BTC Interest Earned",2021-04-10 23:00:03
NXT6O8JCfBOE6Mc1Z5B8mPTlK,Interest,BTC,0.00000252,BTC,0.00000252,$0.15,-,-,"approved / BTC Interest Earned",2021-04-09 23:00:03
NXT2PDQlPeQ80yls7zXmFNSOC,Interest,BTC,0.00000252,BTC,0.00000252,$0.15,-,-,"approved / BTC Interest Earned",2021-04-08 23:00:03
NXT40dBvUVArWXz1Fi7xsnDyO,Interest,BTC,0.00000252,BTC,0.00000252,$0.14,-,-,"approved / BTC Interest Earned",2021-04-07 23:00:03
NXT6pn4jYu8DrlQIa8SPCJOZl,Interest,BTC,0.00000252,BTC,0.00000252,$0.15,-,-,"approved / BTC Interest Earned",2021-04-06 23:00:03
NXT3bwkhjiR2kXGtxrWO6jaFe,Interest,BTC,0.00000252,BTC,0.00000252,$0.15,-,-,"approved / BTC Interest Earned",2021-04-05 23:00:03
NXTQ20l4QOpd3u28BNEHEPYn,Interest,BTC,0.00000252,BTC,0.00000252,$0.15,-,-,"approved / BTC Interest Earned",2021-04-04 23:00:03
NXT18ByKxv3UpMacvWd8B1fm1,Interest,BTC,0.00000252,BTC,0.00000252,$0.15,-,-,"approved / BTC Interest Earned",2021-04-03 23:00:03
NXT4rEyf5dHuEWpp99ZI3EfmT,Interest,BTC,0.00000252,BTC,0.00000252,$0.15,-,-,"approved / BTC Interest Earned",2021-04-02 23:00:03
NXT3oNhrxo5L0ZOenbaoh4WvS,Interest,BTC,0.00000252,BTC,0.00000252,$0.15,-,-,"approved / BTC Interest Earned",2021-04-01 23:00:03
NXT7kZQtTgG2BEMi9EcRy3KG0,Interest,BTC,0.00000251,BTC,0.00000251,$0.15,-,-,"approved / BTC Interest Earned",2021-03-31 23:00:02
NXT58nx0LF2fi8Vb2ww9HsopL,Interest,BTC,0.00000251,BTC,0.00000251,$0.15,-,-,"approved / BTC Interest Earned",2021-03-30 23:00:02
NXT7DVvn5egTZJ0n2EOnAw3NM,Interest,BTC,0.00000251,BTC,0.00000251,$0.15,-,-,"approved / BTC Interest Earned",2021-03-29 23:00:03
NXT61MC1k0ovqBRigg43pwSGk,Interest,BTC,0.00000251,BTC,0.00000251,$0.14,-,-,"approved / BTC Interest Earned",2021-03-28 23:00:03
NXT61t2TJj6Go9NcADPf81pio,Interest,BTC,0.00000251,BTC,0.00000251,$0.14,-,-,"approved / BTC Interest Earned",2021-03-28 00:00:03
NXT5oiIiwdcLzFO9d6pQOTze9,Interest,BTC,0.00000251,BTC,0.00000251,$0.14,-,-,"approved / BTC Interest Earned",2021-03-27 00:00:02
NXT2zzsmRPtiWaYgxacOnvRhj,Interest,BTC,0.00000251,BTC,0.00000251,$0.13,-,-,"approved / BTC Interest Earned",2021-03-26 00:00:03
NXT62beKQVn2AWuinCVipDI96,Interest,BTC,0.00000251,BTC,0.00000251,$0.13,-,-,"approved / BTC Interest Earned",2021-03-25 00:00:02
NXT19JjpACEwgMuWN9kBLTPv9,Interest,BTC,0.00000251,BTC,0.00000251,$0.14,-,-,"approved / BTC Interest Earned",2021-03-24 00:00:02
NXT3XBb9VtbVtRgWakRKCK7I7,Interest,BTC,0.00000251,BTC,0.00000251,$0.14,-,-,"approved / BTC Interest Earned",2021-03-23 00:00:03
NXT2oLqVzJLwkYsBkzQJZYQNo,Interest,BTC,0.00000251,BTC,0.00000251,$0.14,-,-,"approved / BTC Interest Earned",2021-03-22 00:00:03
NXT58uvO3R8wUEdYSJMc19n4i,Interest,BTC,0.00000251,BTC,0.00000251,$0.15,-,-,"approved / BTC Interest Earned",2021-03-21 00:00:03
NXT4Vr085zNU4RDps5Tmm0OKf,Interest,BTC,0.00000251,BTC,0.00000251,$0.15,-,-,"approved / BTC Interest Earned",2021-03-20 00:00:03
NXT2UCifkcHO9Sirft0zD8wGq,Interest,BTC,0.00000251,BTC,0.00000251,$0.15,-,-,"approved / BTC Interest Earned",2021-03-19 00:00:03
NXT6aAKH0XRIvnI5xDjJ57Fmy,Interest,BTC,0.00000251,BTC,0.00000251,$0.15,-,-,"approved / BTC Interest Earned",2021-03-18 00:00:03
NXT2fPSzJPjPFwcx0hzt1C3iL,Interest,BTC,0.00000251,BTC,0.00000251,$0.14,-,-,"approved / BTC Interest Earned",2021-03-17 00:00:03
NXT1HRSDLXobCeoAKYPiw82QC,Interest,BTC,0.00000251,BTC,0.00000251,$0.14,-,-,"approved / BTC Interest Earned",2021-03-16 00:00:03
NXT6ddodWPSCGe371ldN0ODiE,Interest,BTC,0.00000251,BTC,0.00000251,$0.15,-,-,"approved / BTC Interest Earned",2021-03-15 00:00:03
NXT79X7eMmYnd1eCMyi86iqz0,Interest,BTC,0.00000251,BTC,0.00000251,$0.15,-,-,"approved / BTC Interest Earned",2021-03-14 00:00:03
NXT1Aw04WcBWt8Au0E19ZyAP5,Interest,BTC,0.00000251,BTC,0.00000251,$0.14,-,-,"approved / BTC Interest Earned",2021-03-13 00:00:03
NXTj1DI094LskH7p4dZJk8xt,Interest,BTC,0.00000251,BTC,0.00000251,$0.15,-,-,"approved / BTC Interest Earned",2021-03-12 00:00:03
NXT5r8sI7tAcf6O8eIk513MPZ,Interest,BTC,0.00000251,BTC,0.00000251,$0.14,-,-,"approved / BTC Interest Earned",2021-03-11 00:00:03
NXT5WejcFEJJOz3sVMLxfRCxm,Interest,BTC,0.00000251,BTC,0.00000251,$0.14,-,-,"approved / BTC Interest Earned",2021-03-10 00:00:02
NXT6fjrtxZMBx608Elv6mHGfa,Interest,BTC,0.00000251,BTC,0.00000251,$0.13,-,-,"approved / BTC Interest Earned",2021-03-09 00:00:03
NXT1lxEyclb21WQbWnHykZ0eY,Interest,BTC,0.00000251,BTC,0.00000251,$0.13,-,-,"approved / BTC Interest Earned",2021-03-08 00:00:03
NXT6LUY5TI5LZrfqq8ffBkDhl,Interest,BTC,0.00000251,BTC,0.00000251,$0.12,-,-,"approved / BTC Interest Earned",2021-03-07 00:00:03
NXT3Lo6nlyJB6utALCT3QUWFr,Interest,BTC,0.00000251,BTC,0.00000251,$0.12,-,-,"approved / BTC Interest Earned",2021-03-06 00:00:03
NXT35TnqYaamKWJ3Ou8znpYlV,Top up Crypto,BTC,0.02082902,BTC,0.02082902,$1010.54,-,-,"approved / 603725f6caf57a20f5f1e41bc9f9a9419046f79a995237e85cb106850d534c1c",2021-03-04 23:57:32
NXT49UQqgDera1CNwJyMhuDbS,Exchange,BTC,-0.03201615,USDC,1532.89340617,$1532.89,-,-,"approved / Exchange Bitcoin to USD Coin",2021-03-01 13:45:33
NXT6pARR9C3VeLKLVknAFoqqe,Top up Crypto,BTC,0.02159539,BTC,0.02159539,$997.56,-,-,"approved / 74bf7f529beb90cc0ca01ae279db038bc9b0e92f1e1efa654f0ac8fd4b5a9fa1",2021-03-01 07:22:27
NXT6R06Of1rubOXaCnIXfTelW,Top up Crypto,BTC,0.01042076,BTC,0.01042076,$481.37,-,-,"approved / eec5b2c2e96b2b54df73a6ca47c8abd359a6a69f0ab079869196c0ac66a2a353",2021-03-01 07:20:31
